h3_cell,grid_lat,grid_lon,year,actual_hrs,actual_risk_label,predicted_risk_label,predicted_prob_High,predicted_prob_Low,predicted_prob_Medium,eq_count_3yr,seismic_energy_3yr,mean_depth_3yr
854ba8dbfffffff,24,123,2014,8.50102999566398,Medium,Medium,0.0744630824127118,0.26667919081711333,0.6588577267701748,2,7618675.566872374,31.45
854ba8dbfffffff,24,123,2015,9.602059991327964,Medium,Medium,0.005002802752802753,0.24120982285688167,0.7537873743903156,2,3407799.8595916354,47.98
854ba8dbfffffff,24,123,2016,8.50102999566398,Medium,Medium,0.11697895221354095,0.11225727176194374,0.7707637760245156,5,15007547.131998986,36.014
854ba8dbfffffff,24,123,2017,9.90102999566398,Medium,Medium,0.12163213353192588,0.1346192860962704,0.7437485803718037,5,14424822.361652857,47.456
854ba8dbfffffff,24,123,2018,8.50102999566398,Medium,Medium,0.10368770261496162,0.09427410091239047,0.8020381964726476,5,28861216.74164121,39.17999999999999
854ba8dbfffffff,24,123,2019,8.901029995663981,Medium,Medium,0.1551269905984661,0.12982186872790222,0.7150511406736316,3,18674007.01385661,53.38
854ba8dbfffffff,24,123,2020,10.378151250383644,Medium,Medium,0.1899349142892586,0.1820972688836653,0.627967816827076,3,20079852.40049831,53.01333333333334
854ba8dbfffffff,24,123,2021,9.50102999566398,Medium,Medium,0.29851588863574496,0.1096547479586577,0.5918293634055973,7,43928560.50605388,35.05571428571428
854ba8dbfffffff,24,123,2022,10.277121254719663,Medium,Medium,0.24349476461262476,0.10409918651170708,0.6524060488756684,7,50459305.30867393,39.01428571428572
854ba8dbfffffff,24,123,2023,9.101029995663982,Medium,Medium,0.2799525959036133,0.06510067157675793,0.654946732519629,8,72846516.69435735,38.01575
854ba8dbfffffff,24,123,2024,9.477121254719664,Medium,Medium,0.21461369722523435,0.1812930025166571,0.6040933002581087,4,37129948.36972565,58.83425
854ba823fffffff,24,124,2002,10.002059991327965,Medium,Medium,0.12536292474917077,0.051312212962932986,0.8233248622878959,8,32070153.21138053,39.3
854ba823fffffff,24,124,2003,8.50102999566398,Medium,Medium,0.16247420154157038,0.09304360776394313,0.7444821906944864,8,45840010.85148527,33.5
854ba823fffffff,24,124,2004,8.50102999566398,Medium,Medium,0.118453649370268,0.17029192524303238,0.7112544253866997,6,32509811.412065785,38.45
854ba823fffffff,24,124,2005,0.0,Low,Medium,0.11795347937229739,0.23848176384510558,0.643564756782597,5,29931824.32675077,41.04
854ba823fffffff,24,124,2006,9.402059991327963,Medium,Medium,0.04283565616244438,0.21155115228939586,0.7456131915481597,2,2825075.089245505,43.85
854ba823fffffff,24,124,2007,9.402059991327963,Medium,Medium,0.13761212590453548,0.11153441878198685,0.7508534553134777,4,9211992.18142218,39.675
854ba823fffffff,24,124,2008,9.277121254719663,Medium,Medium,0.14747572908905165,0.08390802183865227,0.7686162490722963,6,16594171.588567736,41.03333333333333
854ba823fffffff,24,124,2009,8.701029995663982,Medium,Medium,0.10696910389481878,0.07780995355865285,0.8152209425465285,8,23393626.22536716,39.625
854ba823fffffff,24,124,2010,9.701029995663982,Medium,Medium,0.14574963336074848,0.11484178724831107,0.7394085793909404,6,17589433.903536618,38.75
854ba823fffffff,24,124,2011,10.277121254719663,Medium,Medium,0.11947912938893769,0.10667750378226616,0.7738433668287957,4,20014901.49478796,38.6
854ba823fffffff,24,124,2012,10.378151250383644,Medium,Medium,0.09727550167634862,0.11068971811588227,0.792034780207769,4,41226071.49557545,42.275
854ba823fffffff,24,124,2013,9.602059991327964,Medium,Medium,0.3311102341750272,0.02852794520477784,0.6403618206201948,8,71641699.01933286,39.7975
854ba823fffffff,24,124,2014,9.677121254719662,Medium,Medium,0.248232668785398,0.03584160035958849,0.7159257308550133,10,71438536.97837442,37.756
854ba823fffffff,24,124,2015,10.002059991327965,Medium,Medium,0.20242288155218768,0.03692915339584932,0.7606479650519629,10,56994607.93993381,36.196
